Label;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.123;0;0;2.6;16;26
1;0;0;0.64;0;0;0.64;0;0;0;0;0;0;0;0;0;0.64;0;0;2.59;0;0;0;0.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64;0;0;0;0;0;0;0;0;0;0;0;0.094;0.189;0.284;0.662;0;0;10.068;131;292
1;0.42;0.46;0.38;0;0.19;0.11;0;0.07;0.58;0.62;0.34;0.77;0.5;1.32;0.03;0.23;0.54;0;3.06;0;1.51;0;0.38;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0.076;0;0.438;0.585;0.127;6.134;153;2184
0;0;0;0;0;0;0;0;0;0;0;0;0.99;0;0;0;0.99;0;0;2.97;0;1.98;0;0;0;0.99;0.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.262;0;0;1.565;14;36
1;0;0;0;0;0.45;0;0.45;0;0.9;0.45;0.45;0.9;0.45;0;0;1.81;0;0.45;1.36;0;1.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45;0;0;0;0;0.45;0;0;0;0;0.16;0;0.64;0.16;0;3.607;71;184
1;0.34;0.25;0.25;0;0.08;0.43;0.08;0.25;0.08;1.46;0.34;0.51;0.94;0;0.17;0.08;0;0;3.01;0;0.77;0.17;0.34;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0.048;0;0.258;0.258;0.113;5.297;300;694
0;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.335;0;0;0;4.133;26;124
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.66;0;0;3.33;0;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.653;0;0;8;38;80
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.081;0;0;0;1;1;3
0;0;0;0;0;0;0;0;0;0;0;0;3.44;0;0;0;0;0;0;1.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.062;8;33
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0.684;0;0;0;0;1.125;2;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;8
0;0;0;1.25;0;2.5;0;0;0;0;0;0;0;0.62;0;0;0;0;0;0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62;0;0;1.25;0.62;0.62;0;0;0;0.111;0;0;0;0;1.285;4;27
0;0.53;0;0;0;0;0;0;0;0;0;0;1.07;0;0;0;0;0;0;0.26;0;0.26;0;0;0;1.61;0.8;1.88;0.53;0.53;0.53;0.53;0.53;1.88;0.53;0.53;0.53;0.8;0;0.8;0.53;0;0;0.8;0;0.8;0;0;0;0;0.412;0;0.091;0;0;2.225;12;227
1;0;0.43;0;0;0.43;0;0.86;0;1.3;0.86;0;1.3;0;0;0;0;0;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0.063;0.126;0;0;0.063;0;4.297;30;159
1;0;0;0;0;0;0;0;3.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.06;0;0;0;0;0.207;0;0.207;0.207;0;3.761;25;79
1;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0;0;0;0;0.182;0;0;0.182;0;3.545;21;78
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86;0;0;6.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0;0;0;0;0;0.43;0;0;3.885;0;0;0.073;0;0.439;5.754;43;328
0;0;0;0.29;0;0.29;0;0;0;0.29;0;0;0.29;0;1.19;0;0;0.29;0;0.29;0;0.29;0;0;0;0;0;0;0.29;0;0;0.29;0;0;0;0.29;0;0.29;0;0;0;0;0.89;0;0;0;0;0;0;0;0.156;0.031;0.376;0;0.125;3.338;157;611
0;0;0.18;0;0;0;0;0;0;0;0;0;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0.18;0;0;0;0;0;0;0;2.8;0;0;0.37;0.18;0;0;0;0;0;0;0;0;0;0.18;0.18;0;0.187;0;0;0;0;2.141;9;212
0;0;0;0;0;0;1.42;0;0;0;0;0;0;0;0;0;0;0;0;7.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.42;0;0;0;0;0.267;0;0;0;0;1;1;17
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.34;0;8.69;0;0;0;0;0;4.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.048;0;0;1;1;8
1;0;0;0.27;0;0.81;0.81;0;2.98;0.54;0.81;0.27;0.54;0.27;0;0;0.81;1.63;0.27;2.17;1.35;2.44;0;0;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0;0.565;0.121;0;1.617;18;131
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022;0.022;0.019;0.022;0.022;0.022;3.482;5;5902
1;0;0;0;0;2.5;0;0;0;0;0;0;0.62;0;0;0;0;1.25;0;3.12;0;0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0;0;2.111;18;57
0;0.05;0.02;0.18;0;0.02;0.02;0;0.02;0;0.07;0;0.38;0.02;0.2;0.02;0;0.33;0.12;0.31;0;0.12;0;0;0;0;0;0;0.02;0;0;0;0;2.17;0;0;0.2;0.59;0;0;0.1;0;0.07;0.02;0.28;0;0.15;0.05;0.05;0.011;0.144;0.003;0;0;0;2.255;55;1825
1;0;0;0.17;0.52;0.17;0;0.17;0;0.69;0.17;0.17;0;0;0;0;1.74;0;0.69;1.04;0;0.17;0;0;0;0.17;0;0;0;0;0;0;0;0;0.17;0;0;0.34;0;0;0.17;0;0;0;0;0;0;0;0;0;0.072;0;0.754;0.681;0;4.74;52;967
1;0;0.68;0;0;4.08;0;0.68;0;0;0.68;1.36;1.36;0;0;0;0;0.68;0.68;2.72;0;1.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.111;0;6.588;68;112
0;0;0;0.91;0;0;0.45;0;0;0;0;0;0.45;0;0;0;0;0;0.45;2.28;0;1.36;0;0;0;0.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.416;0;0.486;0;0;3.782;31;87
0;0.09;0;0.09;0;0.56;0.09;0;0;0;0.18;0;0.46;0;0.09;0;0;0.37;0;0.56;0;0.65;0;0;0;1.86;0.46;0;0.09;0;0.09;0.28;0;0;0;0.37;0;0.28;0;0.09;0;0;0.28;0;0.18;0;0;0;0;0;0.081;0;0;0;0;1.983;25;601
0;0.13;0;0.2;0;0.54;0.13;0;0.13;0.4;0;0;0.06;0.06;0;0;0;1.01;0;0;0;0;0;0;0;1.08;0;0;0.06;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0.06;0;0;0;0.009;0.068;0;0;0.166;0;2.804;45;617
1;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.204;0;0.034;0;0;2.588;15;277
0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0;0;2.32;0;0;2.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0;2.32;0;0;0;0;0;0.375;0;0;1.444;5;13
0;0.11;0;0.11;0;0;0;0;0;1.15;0;0;0.34;0;0;0;0;0;0;0.46;0;0.23;0;0;0;0.57;0.69;0.11;0;0;0;0;0;0.34;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0.047;0.159;0.031;0;0.031;0;3.196;32;505
0;0.11;0;0.11;0;0.11;0.11;0;0;1.03;0;0;0.34;0;0;0;0;0;0;0.45;0;0.22;0;0;0;0.57;0.68;0.11;0;0;0;0;0;0.34;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0.078;0.171;0.031;0;0.031;0;3.407;41;535
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.12;0;0.289;0;0;0.289;0;0;1.076;2;14
0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0;0;0;2.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.207;0.207;0;0;0;0;1.466;4;22
1;0;0.38;0.38;0;0;0;0;0.38;0.38;0;0;0;0;0;0;0.38;0;0.38;0.38;2.67;0;0;0.76;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35;0;0;0.35;0;2.162;8;80
1;0.32;0;0.64;0;0.32;0.32;0;1.6;0.32;0.64;0.32;0.64;0;0;0;0;1.6;0;1.28;2.57;3.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32;0;0;0;0;0;0;0;0;0;0.213;0;1.174;0.106;0;3.584;63;319
1;0.15;0.3;0.45;0;0.76;0.3;0;0;1.52;1.52;0.15;1.98;0.3;0;0.61;0.3;0;1.52;2.14;0.15;2.44;0;0.76;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025;0;1.051;0.225;0.05;6.686;217;896
1;0.34;0;1.7;0;1.02;0;0;0;0.68;1.02;0;0;0;0;0;0;0;0;0.34;1.02;0.68;0;0;0;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.898;0.105;0;443.666;1325;1331
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.72;0;0;0;0;0;0.72;0.72;0;2.17;0;0;0;0;0;0;1.44;0;0;0;0;0;0;0;0;0.72;0;0;0.72;0;0;0.204;0;0.306;0.102;0;2.538;22;99
1;0;0;0.39;0;0.78;0;0;0.06;0.06;0.19;0.13;0.26;0.13;0;0;0;0;0;0.32;0;0.06;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0.032;0;0;0.032;0;1.206;15;240
0;0;0;0;0;0;0;0;0;0;0.74;0;0;0;0;0;0.74;0;0;1.49;0;1.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.74;4.47;0;0;0;0.124;0;0;0;0;1.966;15;59
0;0;0;0;0;0;0;0;0;0;0;0;0.94;0;0;0;0;0;0;2.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94;0;0;0;1.88;0;0;0;0.94;8.49;0;0;0;0.267;0;0;0;0;2.241;15;65
1;0;0;0;0;0;0;0;0;0;0;1.23;1.23;0;0;0;0;0;0;2.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.284;0;0;1.357;5;19
1;0;0.32;0;0;0;0;0;0;0.32;0;0;1.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037;0;0;0;0;2.391;36;110
0;0.22;0;0.07;0;0.07;0.07;0;0.14;0;0.36;0;0.51;0.44;0.07;0;0;0.29;0.07;0.07;0;0.07;0;0;0;1.99;0;0;0;0.29;0.29;0;0;0;0;0;0.14;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0.041;0.031;0;0.031;0;0;1.912;22;568
1;0.4;0.4;0.26;0;0.13;0.2;0.06;0.33;0;1.14;0.33;1.07;1;0;0.26;0.4;0.06;0;4.1;0;0.94;0;0.53;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088;0;1.06;0.151;0.05;4.623;123;1045
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.53;6.15;0;0;0;0;0;0;0;0;0;0;1.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.714;6;36
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.33;0;0;0;0;0;0;0;0;1.33;0;0;0;0;0.213;0;0.426;0.213;0;4.6;23;69
1;0.51;0.43;0.29;0;0.14;0.03;0;0.18;0.54;0.62;0.29;0.65;0.65;1.2;0.03;0.21;0.43;0.03;2.99;0;1.35;0;0.51;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0;0;0.012;0.078;0;0.478;0.509;0.127;6.518;611;2340
1;0;0;0;0;0.43;0.43;0.43;0.43;0;0;0;0.43;0;0;0;0;0;0;0.87;0;0;9.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.395;0;1.121;7.983;72;495
0;1.17;0;0;0;0;0;0;0;0;0;0;0;0;1.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.607;8;45
0;0.75;0;0;0;0;0;0.37;0;0;0.37;0;0;0;0;0;0;0.75;0;3.75;0;3.38;0;0;0;0.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099;0.597;0;0;0;2.125;13;85
0;1.07;0;1.07;0;1.07;1.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.07;0;1.07;0;0;1.07;0;1.07;0;1.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37;0;0.185;0;0;2.24;22;56
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77;0;2.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77;0;1.55;0;0;0;0;0.247;0.247;0;0;0;0;1.611;12;29
0;0;0;0.18;0;0.18;0.18;0;0;0;0;0;0;0;0;0;0;0;0;2.06;0;0.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37;0.56;0.37;0;0;0.033;0.033;0;0.099;0;0;1.489;11;137
0;0;0;0;0;0;0;0;0;0;0;0;4.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09;0;0;0;0;0;0;0;0;0;0;0;0;9.09;0;0;0;0;0;0;0;0;0;0;0;0;1.666;4;15
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.325;0;0;0;0;0;1;1;14
0;0.22;0;0.22;0;0.67;0;0;0;0.22;0;0;0;0.22;1.34;0;0;0.44;0;0.67;0;1.56;0;0;0;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.23;0;0;0;0;0;0;0;0.156;0;0.134;0;0.156;3.08;121;693
1;0;0;0;0;0.53;0;0;0.26;0;0;0;0.26;0.26;0;0;0.53;0;0;1.33;0;0;9.33;0.53;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.555;0;1.157;19.26;107;886
0;0;0;0;0;0.27;0;0;0.55;0;0.55;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;6.64;4.15;0.83;0.27;1.66;0.27;0.27;0.27;0;0.27;0.27;0.27;1.38;0;0;0.27;0;0.27;0.27;0;0.55;0;0;0;0.183;0.549;0.137;0;0;0;4.257;57;430
0;0;0;0;0;0;0;0;0;0;5.26;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.952;0;0;3.2;12;16
1;0;0;0.32;0;0.65;0.65;0.32;0.32;0;0;0;0.32;0.32;0;0;0.32;0.32;0;2.28;0;3.25;0;0;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32;0;0;0;0;0.105;0;0;0.158;0;1.494;10;139
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.653;0;0;1.666;5;10
0;0.08;0;0.08;0;0;0;0;0;0.79;0;0;0.26;0;0;0;0;0;0.08;0.35;0;0.26;0;0;0;0.88;0.97;0.08;0;0;0;0;0;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.149;0.162;0.049;0;0.024;0;2.9;40;673
0;0;0;0;0;4.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.76;0;0;0;0;0;0;0;0;0;0;0;0;4.76;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6
1;0.29;0;0.29;0;0.29;0;0;0.29;0;0;0.29;0;0;0;0;0;2.93;0.58;1.75;0;1.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58;0;0;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.361;6;113
1;0.35;0;0.35;0;0.35;0.7;0.35;1.41;0;0;0.35;1.06;0;0;0;0.7;1.06;0;5.3;2.82;2.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35;0;0;0;0;0;0;0.411;0;0;2.917;60;213
1;0;0;0;0;0;2.3;0;0;0;0;0;0.76;0.76;0;0;0;0;0;2.3;0;1.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.868;0;2.894;0.868;0;5.607;25;157
1;0;0;0;0;0;0.84;0;0;0;0;0;0;0;0;0;0;0;0;3.36;0;0;12.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.587;0;1.468;7;35;273
1;0;0;0;0;0.38;0.38;0.38;0.38;0;0;0.38;0;0;0;0;0.38;0;0;3.43;0;2.29;0;0;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38;0;0;0;0;0;0;0.121;0;0;2.08;12;104
0;0;0;0;0;1.92;0;0;0;0;0;0;2.88;0;0;0;0;0;0;0;0;0;0;0;0;0.96;0.96;0;0;0;0;1.92;0;0;0;0.96;0;0.96;0;0.96;0;0;0;0;3.84;0;0;0;0;0;0;0;0;0;0.161;2.307;14;90
1;0;0;0;0;1.26;0;1.26;0;0;0;0;0;0;0;0;0;0;1.26;0;0;1.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.26;0;0;0;0.431;0;0;0;0.215;1.724;3.529;13;60
1;0.4;0.34;0.27;0;0.13;0.4;0.06;0.2;0;1.36;0.27;0.68;0.95;0;0.2;0;0;0;3.68;0;0.81;0;0.13;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013;0.052;0;0.474;0.197;0.065;3.286;53;608
0;0;0;0;0;0;0;0;0;0;0;0;1.56;0;0;0;0;0;0;0;0;0;0;0;0;3.12;3.12;1.56;3.12;3.12;0;0;0;0;0;1.56;0;0;0;0;0;0;3.12;0;0;0;0;0;0;0;0.515;0;0;0;0;3.285;24;69
0;0;0;1.94;0;0;0;0;0;0;0.97;0;0.97;0;0;0;0;0;0;1.94;0;0;0;0;0;0.97;0.97;0;1.94;0;0.97;0;0;0;0;1.94;0;0;0;0;0;0;0.97;0;0;0;0;0;0;0;0.379;0;0;0;0;8.125;75;195
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5
1;0.06;0.12;0.77;0;0.19;0.32;0.38;0;0.06;0;0;0.64;0.25;0;0.12;0;0;0.12;1.67;0.06;0.7;0;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0.041;0.031;0;0.25;0.073;0;1.764;37;766
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.29;0;0.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.103;3;32
0;0;0;0.31;0;1.04;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0.2;0;0;0;0;0;0.41;0.2;0.52;0.2;0.2;0.2;0.2;0.2;0.41;0.2;0.2;0.2;0.1;1.57;0.1;0.2;0;0.41;0.1;0.1;0.1;0;0;0.1;0.067;0.523;0.016;0;0.016;0.033;2.232;47;393
0;0;0;0.13;0;0;0;0;0;0.13;0;0;0.27;0;0;0;0;0;0;0;0;0;0;0;0.13;0;0;0;0;0;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.41;0;0;0;0;0.072;0;0.024;0;0;1.666;8;190
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.333;0;0;1.666;5;15
0;0;0;1.58;0;0;0;0;0;0;0;0;0.79;0;0;0;0;0;0;1.58;0;0;0;0;0;0.79;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.149;0;0.149;0;0;1.482;10;43
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.338;0;1.666;5;10
1;0;0.89;1.14;0;0.12;0;0;0.12;0.25;0.12;0.12;0.38;0.12;0;1.14;0;0.12;2.04;2.8;0.12;1.27;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0.185;0;0.371;0.061;0;2.878;84;475
1;0;0.18;0.37;0;0.18;0;0;0;0;0;0.18;0.56;0;0.18;0.18;0.56;0.18;0.56;0.56;0;0.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.277;0;0.493;0.061;0.03;1.874;13;253
0;0;0;0;0;0;0;0;0;0;0;0;0.61;0.61;0;0;0.61;0;0.3;3.09;0;0.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61;0;0;0;0;0.179;0;0.448;0;0;5.277;70;285
1;0.76;0.19;0.38;0;0.19;0.12;0;0.25;0.76;0.31;0.25;1.52;0.31;0.38;0;0.38;0.44;0.06;2.98;0.69;1.26;0;0.44;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0.06;0;0;0;0;0;0;0.085;0.053;0.428;0.235;0.064;3.702;45;1070
0;0.11;0.05;0.22;0;0.22;0.05;0;0;0.05;0.11;0.11;0.56;0.05;0;0;0.11;0.16;0;1.35;0;0.73;0;0;0;1.69;1.3;0;0.05;0;0.11;0.16;0;0.05;0;0.33;0.05;0.33;0;0;0.05;0;0.11;0;0.11;0.05;0;0;0.05;0.025;0.085;0;0.042;0;0;2.031;22;971
0;0.81;0;0.81;0;0.81;0;0;0;0;0;0;0.81;0;0;0;0;0;0;1.62;0;1.62;0;0;0;0.81;0;0;0;0;0;0;0;0;0;0.81;0;0;0;0;0;0;1.62;0;0;0;0;0;0;0;0.123;0;0.37;0;0;5.375;69;129
0;0;0;0;0;0;0;0;0;0;1.44;0;0;0;0;0;0;0;0;1.44;0;1.44;0;0;0;2.89;1.44;4.34;1.44;1.44;1.44;1.44;1.44;0;1.44;1.44;1.44;0;0;0;1.44;0;0;0;0;1.44;0;0;0;0;0.417;0;0;0;0;2.166;11;39
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.44;0;4.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;0;0;0;0;0;0;0.383;0;0;1.333;3;8
1;0;0;1.31;0;0;0;0;0;0;0;0;1.31;0;0;0;0;0;0;1.31;0;5.26;0;0;1.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212;0;4.818;25;53
0;0;0;2.04;0;0;0;0;0;0;0;0;0;0;2.04;0;0;0;0;2.04;0;2.04;0;0;0;0;0;0;0;2.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.428;3;20
1;0;0;0;0;0.53;0;0.53;0;0.53;0;0;1.07;0;0;0;0;0;0;2.15;0;3.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082;0;0;4.391;66;101
1;0.56;0;0.84;0;0.28;0.84;0;0.84;0.28;0.28;0.28;1.41;0;0;0;0;1.41;0;0.84;1.98;2.83;0;0.28;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.128;0;1.289;0.042;0;3.979;47;386
